Country Code,Station Code,Parameter,Label,Timestamp (UTC+07:00),Value,Unit,Observed or Estimated,Approval Level,Grade
VN,019805,Conductivity,Water Quality,2003-03-15T00:00+07:00,13.6,mS/m,O,Raw - Not Yet Reviewed,Unverified data
VN,019805,Conductivity,Water Quality,2003-04-15T00:00+07:00,23.6,mS/m,O,Raw - Not Yet Reviewed,Unverified data
VN,019805,Conductivity,Water Quality,2003-05-15T00:00+07:00,26.6,mS/m,O,Raw - Not Yet Reviewed,Unverified data
VN,019805,Conductivity,Water Quality,2003-06-15T00:00+07:00,21.2,mS/m,O,Raw - Not Yet Reviewed,Unverified data
VN,019805,Conductivity,Water Quality,2003-07-15T00:00+07:00,23.7,mS/m,O,Raw - Not Yet Reviewed,Unverified data
VN,019805,Conductivity,Water Quality,2003-08-15T00:00+07:00,23.6,mS/m,O,Raw - Not Yet Reviewed,Unverified data
VN,019805,Conductivity,Water Quality,2003-09-15T00:00+07:00,15.5,mS/m,O,Raw - Not Yet Reviewed,Unverified data
VN,019805,Conductivity,Water Quality,2003-10-15T00:00+07:00,19.4,mS/m,O,Raw - Not Yet Reviewed,Unverified data
VN,019805,Conductivity,Water Quality,2003-11-15T00:00+07:00,14.1,mS/m,O,Raw - Not Yet Reviewed,Unverified data
VN,019805,Conductivity,Water Quality,2003-12-15T00:00+07:00,14.5,mS/m,O,Raw - Not Yet Reviewed,Unverified data
VN,019805,Conductivity,Water Quality,2004-01-15T00:00+07:00,20.63,mS/m,O,Raw - Not Yet Reviewed,Unverified data
VN,019805,Conductivity,Water Quality,2004-02-15T00:00+07:00,21.4,mS/m,O,Raw - Not Yet Reviewed,Unverified data
VN,019805,Conductivity,Water Quality,2004-03-15T00:00+07:00,122.9,mS/m,O,Raw - Not Yet Reviewed,Unverified data
VN,019805,Conductivity,Water Quality,2004-04-15T00:00+07:00,187.3,mS/m,O,Raw - Not Yet Reviewed,Unverified data
VN,019805,Conductivity,Water Quality,2004-05-15T00:00+07:00,124.6,mS/m,O,Raw - Not Yet Reviewed,Unverified data
VN,019805,Conductivity,Water Quality,2004-06-15T00:00+07:00,39.0,mS/m,O,Raw - Not Yet Reviewed,Unverified data
VN,019805,Conductivity,Water Quality,2004-07-15T00:00+07:00,19.7,mS/m,O,Raw - Not Yet Reviewed,Unverified data
VN,019805,Conductivity,Water Quality,2004-08-15T00:00+07:00,16.3,mS/m,O,Raw - Not Yet Reviewed,Unverified data
VN,019805,Conductivity,Water Quality,2004-09-15T00:00+07:00,13.8,mS/m,O,Raw - Not Yet Reviewed,Unverified data
VN,019805,Conductivity,Water Quality,2004-10-15T00:00+07:00,15.1,mS/m,O,Raw - Not Yet Reviewed,Unverified data
VN,019805,Conductivity,Water Quality,2004-11-15T00:00+07:00,15.0,mS/m,O,Raw - Not Yet Reviewed,Unverified data
VN,019805,Conductivity,Water Quality,2004-12-15T00:00+07:00,14.2,mS/m,O,Raw - Not Yet Reviewed,Unverified data
VN,019805,Conductivity,Water Quality,2005-01-15T00:00+07:00,17.4,mS/m,O,Raw - Not Yet Reviewed,Unverified data
VN,019805,Conductivity,Water Quality,2005-02-15T00:00+07:00,19.0,mS/m,O,Raw - Not Yet Reviewed,Unverified data
VN,019805,Conductivity,Water Quality,2005-03-15T00:00+07:00,112.6,mS/m,O,Raw - Not Yet Reviewed,Unverified data
VN,019805,Conductivity,Water Quality,2005-04-15T00:00+07:00,121.8,mS/m,O,Raw - Not Yet Reviewed,Unverified data
VN,019805,Conductivity,Water Quality,2005-05-15T00:00+07:00,28.6,mS/m,O,Raw - Not Yet Reviewed,Unverified data
VN,019805,Conductivity,Water Quality,2005-06-15T00:00+07:00,36.4,mS/m,O,Raw - Not Yet Reviewed,Unverified data
VN,019805,Conductivity,Water Quality,2005-07-15T00:00+07:00,18.6,mS/m,O,Raw - Not Yet Reviewed,Unverified data
VN,019805,Conductivity,Water Quality,2005-08-15T00:00+07:00,12.8,mS/m,O,Raw - Not Yet Reviewed,Unverified data
VN,019805,Conductivity,Water Quality,2005-09-15T00:00+07:00,14.8,mS/m,O,Raw - Not Yet Reviewed,Unverified data
VN,019805,Conductivity,Water Quality,2005-10-15T00:00+07:00,13.1,mS/m,O,Raw - Not Yet Reviewed,Unverified data
VN,019805,Conductivity,Water Quality,2005-11-15T00:00+07:00,14.0,mS/m,O,Raw - Not Yet Reviewed,Unverified data
VN,019805,Conductivity,Water Quality,2005-12-15T00:00+07:00,15.2,mS/m,O,Raw - Not Yet Reviewed,Unverified data
VN,019805,Conductivity,Water Quality,2006-01-15T00:00+07:00,14.9,mS/m,O,Raw - Not Yet Reviewed,Unverified data
VN,019805,Conductivity,Water Quality,2006-02-15T00:00+07:00,15.8,mS/m,O,Raw - Not Yet Reviewed,Unverified data
VN,019805,Conductivity,Water Quality,2006-03-15T00:00+07:00,19.3,mS/m,O,Raw - Not Yet Reviewed,Unverified data
VN,019805,Conductivity,Water Quality,2006-04-15T00:00+07:00,26.2,mS/m,O,Raw - Not Yet Reviewed,Unverified data
VN,019805,Conductivity,Water Quality,2006-05-15T00:00+07:00,60.6,mS/m,O,Raw - Not Yet Reviewed,Unverified data
VN,019805,Conductivity,Water Quality,2006-06-15T00:00+07:00,20.0,mS/m,O,Raw - Not Yet Reviewed,Unverified data
VN,019805,Conductivity,Water Quality,2006-07-15T00:00+07:00,16.1,mS/m,O,Raw - Not Yet Reviewed,Unverified data
VN,019805,Conductivity,Water Quality,2006-08-15T00:00+07:00,11.7,mS/m,O,Raw - Not Yet Reviewed,Unverified data
VN,019805,Conductivity,Water Quality,2006-09-15T00:00+07:00,12.6,mS/m,O,Raw - Not Yet Reviewed,Unverified data
VN,019805,Conductivity,Water Quality,2006-10-15T00:00+07:00,10.7,mS/m,O,Raw - Not Yet Reviewed,Unverified data
VN,019805,Conductivity,Water Quality,2006-11-15T00:00+07:00,12.7,mS/m,O,Raw - Not Yet Reviewed,Unverified data
VN,019805,Conductivity,Water Quality,2006-12-15T00:00+07:00,14.9,mS/m,O,Raw - Not Yet Reviewed,Unverified data
VN,019805,Conductivity,Water Quality,2007-01-15T00:00+07:00,14.1,mS/m,O,Raw - Not Yet Reviewed,Unverified data
VN,019805,Conductivity,Water Quality,2007-02-15T00:00+07:00,16.4,mS/m,O,Raw - Not Yet Reviewed,Unverified data
VN,019805,Conductivity,Water Quality,2007-03-15T00:00+07:00,46.4,mS/m,O,Raw - Not Yet Reviewed,Unverified data
VN,019805,Conductivity,Water Quality,2007-04-15T00:00+07:00,168.6,mS/m,O,Raw - Not Yet Reviewed,Unverified data
VN,019805,Conductivity,Water Quality,2007-05-15T00:00+07:00,38.0,mS/m,O,Raw - Not Yet Reviewed,Unverified data
VN,019805,Conductivity,Water Quality,2007-06-15T00:00+07:00,21.8,mS/m,O,Raw - Not Yet Reviewed,Unverified data
VN,019805,Conductivity,Water Quality,2007-07-15T00:00+07:00,19.3,mS/m,O,Raw - Not Yet Reviewed,Unverified data
VN,019805,Conductivity,Water Quality,2007-08-15T00:00+07:00,14.4,mS/m,O,Raw - Not Yet Reviewed,Unverified data
VN,019805,Conductivity,Water Quality,2007-09-15T00:00+07:00,15.0,mS/m,O,Raw - Not Yet Reviewed,Unverified data
VN,019805,Conductivity,Water Quality,2007-10-15T00:00+07:00,15.9,mS/m,O,Raw - Not Yet Reviewed,Unverified data
VN,019805,Conductivity,Water Quality,2007-11-15T00:00+07:00,16.1,mS/m,O,Raw - Not Yet Reviewed,Unverified data
VN,019805,Conductivity,Water Quality,2007-12-15T00:00+07:00,14.9,mS/m,O,Raw - Not Yet Reviewed,Unverified data
VN,019805,Conductivity,Water Quality,2008-01-15T00:00+07:00,14.7,mS/m,O,Raw - Not Yet Reviewed,Unverified data
VN,019805,Conductivity,Water Quality,2008-02-15T00:00+07:00,15.2,mS/m,O,Raw - Not Yet Reviewed,Unverified data
VN,019805,Conductivity,Water Quality,2008-03-15T00:00+07:00,18.7,mS/m,O,Raw - Not Yet Reviewed,Unverified data
VN,019805,Conductivity,Water Quality,2008-04-15T00:00+07:00,44.6,mS/m,O,Raw - Not Yet Reviewed,Unverified data
VN,019805,Conductivity,Water Quality,2008-05-15T00:00+07:00,25.7,mS/m,O,Raw - Not Yet Reviewed,Unverified data
VN,019805,Conductivity,Water Quality,2008-06-15T00:00+07:00,22.6,mS/m,O,Raw - Not Yet Reviewed,Unverified data
VN,019805,Conductivity,Water Quality,2008-07-15T00:00+07:00,15.9,mS/m,O,Raw - Not Yet Reviewed,Unverified data
VN,019805,Conductivity,Water Quality,2008-08-15T00:00+07:00,15.8,mS/m,O,Raw - Not Yet Reviewed,Unverified data
VN,019805,Conductivity,Water Quality,2008-09-15T00:00+07:00,17.1,mS/m,O,Raw - Not Yet Reviewed,Unverified data
VN,019805,Conductivity,Water Quality,2008-10-15T00:00+07:00,14.5,mS/m,O,Raw - Not Yet Reviewed,Unverified data
VN,019805,Conductivity,Water Quality,2008-11-15T00:00+07:00,14.9,mS/m,O,Raw - Not Yet Reviewed,Unverified data
VN,019805,Conductivity,Water Quality,2008-12-15T00:00+07:00,16.7,mS/m,O,Raw - Not Yet Reviewed,Unverified data
VN,019805,Conductivity,Water Quality,2009-01-15T00:00+07:00,21.0,mS/m,O,Raw - Not Yet Reviewed,Unverified data
VN,019805,Conductivity,Water Quality,2009-02-15T00:00+07:00,17.6,mS/m,O,Raw - Not Yet Reviewed,Unverified data
VN,019805,Conductivity,Water Quality,2009-03-15T00:00+07:00,25.7,mS/m,O,Raw - Not Yet Reviewed,Unverified data
VN,019805,Conductivity,Water Quality,2009-04-15T00:00+07:00,159.1,mS/m,O,Raw - Not Yet Reviewed,Unverified data
VN,019805,Conductivity,Water Quality,2009-05-15T00:00+07:00,26.2,mS/m,O,Raw - Not Yet Reviewed,Unverified data
VN,019805,Conductivity,Water Quality,2009-06-15T00:00+07:00,22.4,mS/m,O,Raw - Not Yet Reviewed,Unverified data
VN,019805,Conductivity,Water Quality,2009-07-15T00:00+07:00,17.8,mS/m,O,Raw - Not Yet Reviewed,Unverified data
VN,019805,Conductivity,Water Quality,2009-08-15T00:00+07:00,10.1,mS/m,O,Raw - Not Yet Reviewed,Unverified data
VN,019805,Conductivity,Water Quality,2009-09-15T00:00+07:00,13.41,mS/m,O,Raw - Not Yet Reviewed,Unverified data
VN,019805,Conductivity,Water Quality,2009-10-15T00:00+07:00,11.26,mS/m,O,Raw - Not Yet Reviewed,Unverified data
VN,019805,Conductivity,Water Quality,2009-11-15T00:00+07:00,12.44,mS/m,O,Raw - Not Yet Reviewed,Unverified data
VN,019805,Conductivity,Water Quality,2009-12-15T00:00+07:00,14.38,mS/m,O,Raw - Not Yet Reviewed,Unverified data
VN,019805,Conductivity,Water Quality,2010-01-15T00:00+07:00,18.1,mS/m,O,Raw - Not Yet Reviewed,Unverified data
VN,019805,Conductivity,Water Quality,2010-02-15T00:00+07:00,19.09,mS/m,O,Raw - Not Yet Reviewed,Unverified data
VN,019805,Conductivity,Water Quality,2010-03-15T00:00+07:00,26.4,mS/m,O,Raw - Not Yet Reviewed,Unverified data
VN,019805,Conductivity,Water Quality,2010-04-15T00:00+07:00,141.3,mS/m,O,Raw - Not Yet Reviewed,Unverified data
VN,019805,Conductivity,Water Quality,2010-05-15T00:00+07:00,260.0,mS/m,O,Raw - Not Yet Reviewed,Unverified data
VN,019805,Conductivity,Water Quality,2010-06-15T00:00+07:00,24.7,mS/m,O,Raw - Not Yet Reviewed,Unverified data
VN,019805,Conductivity,Water Quality,2010-07-15T00:00+07:00,27.2,mS/m,O,Raw - Not Yet Reviewed,Unverified data
VN,019805,Conductivity,Water Quality,2010-08-15T00:00+07:00,18.7,mS/m,O,Raw - Not Yet Reviewed,Unverified data
VN,019805,Conductivity,Water Quality,2010-09-15T00:00+07:00,17.6,mS/m,O,Raw - Not Yet Reviewed,Unverified data
VN,019805,Conductivity,Water Quality,2010-10-15T00:00+07:00,15.78,mS/m,O,Raw - Not Yet Reviewed,Unverified data
VN,019805,Conductivity,Water Quality,2010-11-15T00:00+07:00,15.43,mS/m,O,Raw - Not Yet Reviewed,Unverified data
VN,019805,Conductivity,Water Quality,2010-12-15T00:00+07:00,19.12,mS/m,O,Raw - Not Yet Reviewed,Unverified data
VN,019805,Conductivity,Water Quality,2011-01-15T00:00+07:00,17.63,mS/m,O,Raw - Not Yet Reviewed,Unverified data
VN,019805,Conductivity,Water Quality,2011-02-15T00:00+07:00,25.2,mS/m,O,Raw - Not Yet Reviewed,Unverified data
VN,019805,Conductivity,Water Quality,2011-03-15T00:00+07:00,29.0,mS/m,O,Raw - Not Yet Reviewed,Unverified data
VN,019805,Conductivity,Water Quality,2011-04-15T00:00+07:00,23.8,mS/m,O,Raw - Not Yet Reviewed,Unverified data
VN,019805,Conductivity,Water Quality,2011-05-15T00:00+07:00,26.1,mS/m,O,Raw - Not Yet Reviewed,Unverified data
VN,019805,Conductivity,Water Quality,2011-06-15T00:00+07:00,22.4,mS/m,O,Raw - Not Yet Reviewed,Unverified data
VN,019805,Conductivity,Water Quality,2011-07-15T00:00+07:00,14.97,mS/m,O,Raw - Not Yet Reviewed,Unverified data
VN,019805,Conductivity,Water Quality,2011-08-15T00:00+07:00,11.2,mS/m,O,Raw - Not Yet Reviewed,Unverified data
VN,019805,Conductivity,Water Quality,2011-09-15T00:00+07:00,12.0,mS/m,O,Raw - Not Yet Reviewed,Unverified data
VN,019805,Conductivity,Water Quality,2011-10-15T00:00+07:00,13.9,mS/m,O,Raw - Not Yet Reviewed,Unverified data
VN,019805,Conductivity,Water Quality,2011-11-15T00:00+07:00,12.8,mS/m,O,Raw - Not Yet Reviewed,Unverified data
VN,019805,Conductivity,Water Quality,2011-12-15T00:00+07:00,14.3,mS/m,O,Raw - Not Yet Reviewed,Unverified data
VN,019805,Conductivity,Water Quality,2012-01-15T00:00+07:00,13.1,mS/m,O,Raw - Not Yet Reviewed,Unverified data
VN,019805,Conductivity,Water Quality,2012-02-15T00:00+07:00,15.5,mS/m,O,Raw - Not Yet Reviewed,Unverified data
VN,019805,Conductivity,Water Quality,2012-03-15T00:00+07:00,17.3,mS/m,O,Raw - Not Yet Reviewed,Unverified data
VN,019805,Conductivity,Water Quality,2012-04-15T00:00+07:00,48.3,mS/m,O,Raw - Not Yet Reviewed,Unverified data
VN,019805,Conductivity,Water Quality,2012-05-15T00:00+07:00,50.7,mS/m,O,Raw - Not Yet Reviewed,Unverified data
VN,019805,Conductivity,Water Quality,2012-06-15T00:00+07:00,21.2,mS/m,O,Raw - Not Yet Reviewed,Unverified data
VN,019805,Conductivity,Water Quality,2012-07-15T00:00+07:00,18.84,mS/m,O,Raw - Not Yet Reviewed,Unverified data
VN,019805,Conductivity,Water Quality,2012-08-15T00:00+07:00,14.9,mS/m,O,Raw - Not Yet Reviewed,Unverified data
VN,019805,Conductivity,Water Quality,2012-09-15T00:00+07:00,16.59,mS/m,O,Raw - Not Yet Reviewed,Unverified data
VN,019805,Conductivity,Water Quality,2012-10-15T00:00+07:00,13.28,mS/m,O,Raw - Not Yet Reviewed,Unverified data
VN,019805,Conductivity,Water Quality,2012-11-15T00:00+07:00,15.2,mS/m,O,Raw - Not Yet Reviewed,Unverified data
VN,019805,Conductivity,Water Quality,2012-12-15T00:00+07:00,15.1,mS/m,O,Raw - Not Yet Reviewed,Unverified data
VN,019805,Conductivity,Water Quality,2013-01-15T00:00+07:00,17.03,mS/m,O,Raw - Not Yet Reviewed,Unverified data
VN,019805,Conductivity,Water Quality,2013-02-15T00:00+07:00,22.8,mS/m,O,Raw - Not Yet Reviewed,Unverified data
VN,019805,Conductivity,Water Quality,2013-03-15T00:00+07:00,72.0,mS/m,O,Raw - Not Yet Reviewed,Unverified data
VN,019805,Conductivity,Water Quality,2013-04-15T00:00+07:00,38.9,mS/m,O,Raw - Not Yet Reviewed,Unverified data
VN,019805,Conductivity,Water Quality,2013-05-15T00:00+07:00,27.2,mS/m,O,Raw - Not Yet Reviewed,Unverified data
VN,019805,Conductivity,Water Quality,2013-06-15T00:00+07:00,21.7,mS/m,O,Raw - Not Yet Reviewed,Unverified data
VN,019805,Conductivity,Water Quality,2013-07-15T00:00+07:00,20.2,mS/m,O,Raw - Not Yet Reviewed,Unverified data
VN,019805,Conductivity,Water Quality,2013-08-15T00:00+07:00,16.67,mS/m,O,Raw - Not Yet Reviewed,Unverified data
VN,019805,Conductivity,Water Quality,2013-09-15T00:00+07:00,20.8,mS/m,O,Raw - Not Yet Reviewed,Unverified data
VN,019805,Conductivity,Water Quality,2013-10-15T00:00+07:00,14.37,mS/m,O,Raw - Not Yet Reviewed,Unverified data
VN,019805,Conductivity,Water Quality,2013-11-15T00:00+07:00,14.52,mS/m,O,Raw - Not Yet Reviewed,Unverified data
VN,019805,Conductivity,Water Quality,2013-12-15T00:00+07:00,13.92,mS/m,O,Raw - Not Yet Reviewed,Unverified data
VN,019805,Conductivity,Water Quality,2014-01-15T00:00+07:00,15.76,mS/m,O,Raw - Not Yet Reviewed,Unverified data
VN,019805,Conductivity,Water Quality,2014-02-15T00:00+07:00,14.6,mS/m,O,Raw - Not Yet Reviewed,Unverified data
VN,019805,Conductivity,Water Quality,2014-03-15T00:00+07:00,20.9,mS/m,O,Raw - Not Yet Reviewed,Unverified data
VN,019805,Conductivity,Water Quality,2014-04-15T00:00+07:00,24.2,mS/m,O,Raw - Not Yet Reviewed,Unverified data
VN,019805,Conductivity,Water Quality,2014-05-15T00:00+07:00,23.1,mS/m,O,Raw - Not Yet Reviewed,Unverified data
VN,019805,Conductivity,Water Quality,2014-06-15T00:00+07:00,25.2,mS/m,O,Raw - Not Yet Reviewed,Unverified data
VN,019805,Conductivity,Water Quality,2014-07-15T00:00+07:00,12.9,mS/m,O,Raw - Not Yet Reviewed,Unverified data
VN,019805,Conductivity,Water Quality,2014-08-15T00:00+07:00,11.87,mS/m,O,Raw - Not Yet Reviewed,Unverified data
VN,019805,Conductivity,Water Quality,2014-09-15T00:00+07:00,12.16,mS/m,O,Raw - Not Yet Reviewed,Unverified data
VN,019805,Conductivity,Water Quality,2014-10-15T00:00+07:00,14.48,mS/m,O,Raw - Not Yet Reviewed,Unverified data
VN,019805,Conductivity,Water Quality,2014-11-15T00:00+07:00,13.91,mS/m,O,Raw - Not Yet Reviewed,Unverified data
VN,019805,Conductivity,Water Quality,2014-12-15T00:00+07:00,16.0,mS/m,O,Raw - Not Yet Reviewed,Unverified data
VN,019805,Conductivity,Water Quality,2015-01-15T00:00+07:00,18.16,mS/m,O,Raw - Not Yet Reviewed,Unverified data
VN,019805,Conductivity,Water Quality,2015-02-15T00:00+07:00,41.8,mS/m,O,Raw - Not Yet Reviewed,Unverified data
VN,019805,Conductivity,Water Quality,2015-03-15T00:00+07:00,42.5,mS/m,O,Raw - Not Yet Reviewed,Unverified data
VN,019805,Conductivity,Water Quality,2015-04-15T00:00+07:00,31.1,mS/m,O,Raw - Not Yet Reviewed,Unverified data
VN,019805,Conductivity,Water Quality,2015-05-15T00:00+07:00,29.3,mS/m,O,Raw - Not Yet Reviewed,Unverified data
VN,019805,Conductivity,Water Quality,2015-06-15T00:00+07:00,40.6,mS/m,O,Raw - Not Yet Reviewed,Unverified data
VN,019805,Conductivity,Water Quality,2015-07-15T00:00+07:00,21.4,mS/m,O,Raw - Not Yet Reviewed,Unverified data
VN,019805,Conductivity,Water Quality,2015-08-15T00:00+07:00,14.4,mS/m,O,Raw - Not Yet Reviewed,Unverified data
VN,019805,Conductivity,Water Quality,2015-09-15T00:00+07:00,13.9,mS/m,O,Raw - Not Yet Reviewed,Unverified data
VN,019805,Conductivity,Water Quality,2015-10-15T00:00+07:00,12.08,mS/m,O,Raw - Not Yet Reviewed,Unverified data
VN,019805,Conductivity,Water Quality,2015-11-15T00:00+07:00,13.86,mS/m,O,Raw - Not Yet Reviewed,Unverified data
VN,019805,Conductivity,Water Quality,2015-12-15T00:00+07:00,16.9,mS/m,O,Raw - Not Yet Reviewed,Unverified data
VN,019805,Conductivity,Water Quality,2016-01-15T00:00+07:00,173.0,mS/m,O,Raw - Not Yet Reviewed,Unverified data
VN,019805,Conductivity,Water Quality,2016-02-15T00:00+07:00,91.5,mS/m,O,Raw - Not Yet Reviewed,Unverified data
VN,019805,Conductivity,Water Quality,2016-03-15T00:00+07:00,385.0,mS/m,O,Raw - Not Yet Reviewed,Unverified data
VN,019805,Conductivity,Water Quality,2016-04-15T00:00+07:00,103.3,mS/m,O,Raw - Not Yet Reviewed,Unverified data
VN,019805,Conductivity,Water Quality,2016-05-15T00:00+07:00,32.8,mS/m,O,Raw - Not Yet Reviewed,Unverified data
VN,019805,Conductivity,Water Quality,2016-06-15T00:00+07:00,32.3,mS/m,O,Raw - Not Yet Reviewed,Unverified data
VN,019805,Conductivity,Water Quality,2016-07-15T00:00+07:00,16.29,mS/m,O,Raw - Not Yet Reviewed,Unverified data
VN,019805,Conductivity,Water Quality,2016-08-15T00:00+07:00,15.1,mS/m,O,Raw - Not Yet Reviewed,Unverified data
VN,019805,Conductivity,Water Quality,2016-09-15T00:00+07:00,23.3,mS/m,O,Raw - Not Yet Reviewed,Unverified data
VN,019805,Conductivity,Water Quality,2016-10-15T00:00+07:00,14.07,mS/m,O,Raw - Not Yet Reviewed,Unverified data
VN,019805,Conductivity,Water Quality,2016-11-15T00:00+07:00,14.06,mS/m,O,Raw - Not Yet Reviewed,Unverified data
VN,019805,Conductivity,Water Quality,2016-12-15T00:00+07:00,18.19,mS/m,O,Raw - Not Yet Reviewed,Unverified data
VN,019805,Conductivity,Water Quality,2017-01-15T00:00+07:00,17.15,mS/m,O,Raw - Not Yet Reviewed,Unverified data
VN,019805,Conductivity,Water Quality,2017-02-15T00:00+07:00,20.2,mS/m,O,Raw - Not Yet Reviewed,Unverified data
VN,019805,Conductivity,Water Quality,2017-03-15T00:00+07:00,19.34,mS/m,O,Raw - Not Yet Reviewed,Unverified data
VN,019805,Conductivity,Water Quality,2017-04-15T00:00+07:00,28.4,mS/m,O,Raw - Not Yet Reviewed,Unverified data
VN,019805,Conductivity,Water Quality,2017-05-15T00:00+07:00,25.6,mS/m,O,Raw - Not Yet Reviewed,Unverified data
VN,019805,Conductivity,Water Quality,2017-06-15T00:00+07:00,19.45,mS/m,O,Raw - Not Yet Reviewed,Unverified data
VN,019805,Conductivity,Water Quality,2017-07-15T00:00+07:00,16.41,mS/m,O,Raw - Not Yet Reviewed,Unverified data
VN,019805,Conductivity,Water Quality,2017-08-15T00:00+07:00,11.84,mS/m,O,Raw - Not Yet Reviewed,Unverified data
VN,019805,Conductivity,Water Quality,2017-09-15T00:00+07:00,13.42,mS/m,O,Raw - Not Yet Reviewed,Unverified data
VN,019805,Conductivity,Water Quality,2017-10-15T00:00+07:00,12.55,mS/m,O,Raw - Not Yet Reviewed,Unverified data
VN,019805,Conductivity,Water Quality,2017-11-15T00:00+07:00,14.95,mS/m,O,Raw - Not Yet Reviewed,Unverified data
VN,019805,Conductivity,Water Quality,2017-12-15T00:00+07:00,17.32,mS/m,O,Raw - Not Yet Reviewed,Unverified data
VN,019805,Conductivity,Water Quality,2018-01-15T00:00+07:00,19.02,mS/m,O,Raw - Not Yet Reviewed,Unverified data
VN,019805,Conductivity,Water Quality,2018-02-15T00:00+07:00,18.77,mS/m,O,Raw - Not Yet Reviewed,Unverified data
VN,019805,Conductivity,Water Quality,2018-03-15T00:00+07:00,23.1,mS/m,O,Raw - Not Yet Reviewed,Unverified data
VN,019805,Conductivity,Water Quality,2018-04-15T00:00+07:00,50.7,mS/m,O,Raw - Not Yet Reviewed,Unverified data
VN,019805,Conductivity,Water Quality,2018-05-15T00:00+07:00,29.0,mS/m,O,Raw - Not Yet Reviewed,Unverified data
VN,019805,Conductivity,Water Quality,2018-06-15T00:00+07:00,21.6,mS/m,O,Raw - Not Yet Reviewed,Unverified data
VN,019805,Conductivity,Water Quality,2018-07-15T00:00+07:00,24.0,mS/m,O,Raw - Not Yet Reviewed,Unverified data
VN,019805,Conductivity,Water Quality,2018-08-15T00:00+07:00,22.1,mS/m,O,Raw - Not Yet Reviewed,Unverified data
VN,019805,Conductivity,Water Quality,2018-09-15T00:00+07:00,13.57,mS/m,O,Raw - Not Yet Reviewed,Unverified data
VN,019805,Conductivity,Water Quality,2018-10-15T00:00+07:00,15.3,mS/m,O,Raw - Not Yet Reviewed,Unverified data
VN,019805,Conductivity,Water Quality,2018-11-15T00:00+07:00,16.04,mS/m,O,Raw - Not Yet Reviewed,Unverified data
VN,019805,Conductivity,Water Quality,2018-12-15T00:00+07:00,16.64,mS/m,O,Raw - Not Yet Reviewed,Unverified data
VN,019805,Conductivity,Water Quality,2019-01-15T00:00+07:00,19.58,mS/m,O,Raw - Not Yet Reviewed,Unverified data
VN,019805,Conductivity,Water Quality,2019-02-15T00:00+07:00,23.3,mS/m,O,Raw - Not Yet Reviewed,Unverified data
VN,019805,Conductivity,Water Quality,2019-03-15T00:00+07:00,31.5,mS/m,O,Raw - Not Yet Reviewed,Unverified data
VN,019805,Conductivity,Water Quality,2019-04-16T00:00+07:00,26.7,mS/m,O,Raw - Not Yet Reviewed,Unverified data
VN,019805,Conductivity,Water Quality,2019-05-15T00:00+07:00,57.4,mS/m,O,Raw - Not Yet Reviewed,Unverified data
VN,019805,Conductivity,Water Quality,2019-06-15T00:00+07:00,25.8,mS/m,O,Raw - Not Yet Reviewed,Unverified data
VN,019805,Conductivity,Water Quality,2019-07-15T00:00+07:00,24.1,mS/m,O,Raw - Not Yet Reviewed,Unverified data
VN,019805,Conductivity,Water Quality,2019-08-15T00:00+07:00,15.95,mS/m,O,Raw - Not Yet Reviewed,Unverified data
VN,019805,Conductivity,Water Quality,2019-09-16T00:00+07:00,8.75,mS/m,O,Raw - Not Yet Reviewed,Unverified data
VN,019805,Conductivity,Water Quality,2019-10-15T00:00+07:00,13.99,mS/m,O,Raw - Not Yet Reviewed,Unverified data
VN,019805,Conductivity,Water Quality,2019-11-15T00:00+07:00,16.53,mS/m,O,Raw - Not Yet Reviewed,Unverified data
VN,019805,Conductivity,Water Quality,2019-12-15T00:00+07:00,47.7,mS/m,O,Raw - Not Yet Reviewed,Unverified data
VN,019805,Conductivity,Water Quality,2020-01-15T00:00+07:00,22.1,mS/m,O,Raw - Not Yet Reviewed,Unverified data
VN,019805,Conductivity,Water Quality,2020-02-15T00:00+07:00,558.0,mS/m,O,Raw - Not Yet Reviewed,Unverified data
VN,019805,Conductivity,Water Quality,2020-03-15T00:00+07:00,692.0,mS/m,O,Raw - Not Yet Reviewed,Unverified data
VN,019805,Conductivity,Water Quality,2020-04-16T00:00+07:00,607.0,mS/m,O,Raw - Not Yet Reviewed,Unverified data
VN,019805,Conductivity,Water Quality,2020-05-15T00:00+07:00,398.0,mS/m,O,Raw - Not Yet Reviewed,Unverified data
VN,019805,Conductivity,Water Quality,2020-06-15T00:00+07:00,55.8,mS/m,O,Raw - Not Yet Reviewed,Unverified data
VN,019805,Conductivity,Water Quality,2020-07-15T00:00+07:00,36.4,mS/m,O,Raw - Not Yet Reviewed,Unverified data
VN,019805,Conductivity,Water Quality,2020-08-15T00:00+07:00,22.8,mS/m,O,Raw - Not Yet Reviewed,Unverified data
VN,019805,Conductivity,Water Quality,2020-09-15T00:00+07:00,20.7,mS/m,O,Raw - Not Yet Reviewed,Unverified data
VN,019805,Conductivity,Water Quality,2020-10-15T00:00+07:00,20.95,mS/m,O,Raw - Not Yet Reviewed,Unverified data
VN,019805,Conductivity,Water Quality,2020-11-15T00:00+07:00,22.85,mS/m,O,Raw - Not Yet Reviewed,Unverified data
VN,019805,Conductivity,Water Quality,2020-12-15T00:00+07:00,22.15,mS/m,O,Raw - Not Yet Reviewed,Unverified data
